"ID","IV"
45,NA
295,NA
284,8.86407654070668
77,1.94396612029421
53,5.90255778916263
551,4.1488637385383
162,7.12188368175957
48,4.7469803822931
476,8.16128352882884
340,1.84450542080995
402,7.59059016306952
171,5.85525594302566
157,6.21532127089778
478,7.96984535017024
624,1.42687797054373
322,2.09913743571949
370,3.36127006083635
479,9.0592348932879
231,7.41416933918027
342,7.28716620569605
429,10.0738222457899
100,4.71362348918177
593,5.95416563166777
415,9.08144668895582
181,5.54361325585936
601,4.22097990117092
336,10.1733123871121
540,3.46010647494397
278,7.14376116605209
374,7.24178296807842
558,7.72786313003092
304,4.49112250841857
316,3.19294278607361
136,7.73865930792542
88,2.23819032904586
22,NA
423,2.30161124223826
531,6.38052308695252
131,6.63356338796611
385,6.76369889107285
31,5.22779720958542
221,6.42161387594357
158,8.33234792579345
631,8.35670132501577
108,7.04186021759073
365,9.25547601557342
334,5.59148955633661
228,NA
70,5.2736607160745
420,6.85712325422383
268,4.37171379359474
592,8.07581786711971
472,8.34845139360708
242,6.74358421779477
378,6.34466355955443
197,4.74727181113566
456,5.18462178785784
160,6.87487667720117
283,5.0575637261128
343,NA
511,5.13623027963364
421,4.30947944538383
403,8.14185485520844
464,3.79264653344762
470,5.28729056373524
321,7.01968127342077
613,5.54850082776842
72,3.03414542000857
102,5.94537958691949
418,4.9208888502205
440,9.95368666447585
392,2.968822788851
302,3.95220279299921
38,5.97646425990907
256,5.84992661293558
585,7.70138060654086
524,6.80885406439513
159,5.59817773505151
347,4.55217091527996
518,5.97446167501292
47,3.49152963362775
290,6.39945025524356
414,6.174332384387
272,3.95096895890469
437,8.84266067795268
633,4.2687925257348
244,6.06362020824888
60,NA
247,4.00750045872276
516,6.39354500387734
6,3.78130596100375
167,6.84938027812937
192,6.00992512199759
237,9.5361660577709
271,6.24699381057459
643,5.63730045611499
201,5.53457122794811
514,5.39650007670702
487,5.01645402662183
552,7.54565251667935
490,6.3340684955965
282,7.19741090436668
648,5.31071992301303
191,8.90585259894086
639,6.6506901969781
512,5.04846991779337
206,7.04579032459624
317,4.26993440618912
550,10.2044773017068
449,5.85283112889936
353,7.81494822518671
569,8.131954001138
400,3.3921854210556
314,5.77907383868097
193,6.64220079562746
519,11.235242785282
629,5.2715475598514
199,2.17189305798651
626,3.20139861883553
409,3.5062484862213
135,5.26206540998457
239,5.36495776746292
323,6.86989697343109
161,4.79143310320079
258,8.9495019738156
436,3.07159636211928
97,8.59544770319703
484,5.76314766503214
215,3.60647042059234
425,8.37928742066909
428,3.77714698091571
536,5.99320398269761
81,8.51307200024106
513,6.58883960009549
94,5.40544259968297
234,6.3271932035481
305,3.19699975849846
586,7.33722676547811
35,7.42333620611128
89,5.16598988821131
235,5.76626214516108
344,4.64548773627511
627,8.66094145948279
522,5.16988663288903
36,3.22222133555777
435,6.70675901836531
632,7.73974112292619
294,4.70847919256355
379,6.48547977630851
565,9.92049854570016
507,7.57271588354279
121,4.36249845454987
124,7.47269677568775
143,5.35439529595835
554,NA
218,6.93475847830704
40,2.63487167264112
308,9.44467552618043
106,9.34425357050227
15,4.85930210644322
404,7.14649490398452
41,7.53249303299431
527,5.85408897117714
196,3.68861375067235
417,3.298130348259
267,5.19340454444294
577,6.14420980893798
296,5.84694130100834
583,3.70308416793248
371,2.93065227426278
465,3.27707147125537
499,4.50832118220585
461,7.11800677125599
13,3.92394683350983
281,8.53533364402089
241,6.12373499248552
51,6.93823678598472
165,6.0125655688865
641,7.16232682261988
198,NA
600,6.20529250261521
445,4.81924524241323
260,6.62774524889093
84,5.06065394045504
539,6.30965566883902
368,5.0729333924593
602,7.65847710149095
119,8.82387655573417
303,4.89919646428973
9,6.86402069450512
529,7.14202521320396
318,3.50634034938097
207,5.90376330032156
58,NA
5,5.41959061204186
443,6.21905137610579
431,5.0087267870956
104,6.48992880713282
486,3.9610502939866
99,3.88524138491399
373,NA
87,6.23169195739528
605,4.7346005754906
542,6.64116481207863
332,6.42354500891873
589,4.57022256191428
4,8.32764550040881
269,4.8088825563525
328,1.65705523799241
112,4.02922319020968
564,4.64945475334806
442,2.00866614063894
12,10.1220253772824
49,6.89335098875025
205,4.07172188441424
3,3.83175538904487
447,5.06612782872142
538,9.05024962790587
526,7.2796549749525
646,4.91849410240015
607,4.505088881257
434,7.11708362000488
534,6.84373913542187
126,6.40317060269609
7,NA
438,3.40671426876947
37,7.31110517489873
509,5.32322636691449
122,5.58030278717043
273,3.26586058841153
372,NA
128,NA
497,7.26529580222991
154,NA
229,0.937951936178087
184,7.71644269615834
105,8.16276473239856
537,10.2612622053379
274,4.21619975750461
606,9.39796635114353
494,8.7449307456631
548,8.59565091089693
222,3.90379730995134
452,9.66649323342038
393,7.45361274148117
115,6.97738501213588
358,6.60577226708916
545,5.03846744485791
148,5.46327483023518
150,4.26340983516865
609,4.78279768030387
298,7.2003867128734
68,NA
142,8.56361545045129
17,7.56826200355701
118,6.01078243361281
10,9.45014685536354
557,7.40378092753831
141,7.11141820560431
623,5.63090074857536
504,5.83052470600475
588,8.30233366182951
608,7.23295453175817
455,4.83056714974894
477,2.57704367211852
405,10.0828591368575
635,6.31405120238827
232,5.87379951074967
219,3.51065568252318
96,7.34467181518052
259,8.01864415014683
595,8.2539505997901
356,4.93157910800706
46,7.2015212928255
145,4.19876072939675
496,6.68036595290844
18,7.41775901764428
500,7.0632310849531
226,4.83036550768468
28,6.30346120918509
521,5.96809039800822
352,2.68379154085989
398,4.14678513284679
195,8.40668333356062
498,6.17121567923364
462,5.2485323108315
466,NA
210,6.18650633884662
227,6.64371233462828
30,3.92101867177729
190,0.971233142678351
396,4.2561097958735
493,5.94880272583043
132,6.70762696885659
287,6.67242142934659
113,3.1766163836011
95,4.70203579671979
505,7.17808302833986
612,6.67420037501175
483,5.51223640008056
82,8.163380675434
591,6.16422531946311
619,5.3154303262726
277,4.57486514301312
79,3.47016079322712
535,4.85111400712272
644,6.06321004726813
433,5.40569074612193
134,2.84293227771075
168,NA
175,6.83223495166113
54,6.03196724983348
492,6.31849992692309
566,8.0792188939897
8,2.10682063084991
16,3.54904483963616
19,5.88544879108438
448,6.60288372580879
520,5.03554494447185
20,6.81206086073625
458,7.54896322203076
125,7.99926754142322
213,7.39351116449019
580,8.49539375371367
214,5.74850938891401
645,8.70764160781555
482,2.28990613920956
630,6.17592625436705
567,9.34024771098863
556,5.68828055793603
313,6.67039108026338
319,8.36992293855802
380,4.70475834109929
327,4.51595666804052
325,5.75049014635093
166,5.51829116733572
91,3.87354174891153
156,4.93243930599024
266,7.1142749756443
11,8.58868557687759
582,3.93602944208151
103,7.50420422160393
339,4.99590539916015
311,7.24641639200344
544,5.34741909232051
90,4.06630267898956
647,NA
120,7.81300657562145
276,8.46858500048488
376,NA
180,5.95268780285563
555,1.6768207217049
189,6.69631860204708
408,4.45480897573258
137,6.90497447173134
426,5.49465236937468
56,7.81543514098
463,6.36327114388173
579,7.77497625866528
310,5.69894153106454
369,6.68951354018978
43,NA
532,2.34809179544724
491,1.56124857367272
361,NA
547,7.36006511535908
488,6.80893643452619
628,6.1052317755766
63,6.81210092326915
446,8.1459350891961
285,8.5226048093922
559,8.83806918967768
469,5.54576472114084
349,NA
209,8.4640127258722
363,6.35013142333697
367,3.72316774943701
481,9.09915797715888
293,3.67953526650669
618,6.27747770578443
216,5.0368102644352
581,NA
44,5.41823967175596
533,6.07599845412593
642,7.45293235163417
194,5.71940904184916
255,NA
74,2.85167021943109
64,10.449040183726
457,5.57329069902976
155,6.87747127629183
265,NA
177,4.68961986314932
366,5.20526713778693
337,5.64965018491512
489,NA
21,NA
326,5.80809888946299
59,9.32607369357264
78,5.0829757523288
331,6.6546023658773
173,4.76374334598648
576,2.01761289550592
359,7.12516679246216
297,7.92079862924779
510,NA
389,5.90931565948596
163,NA
315,5.61821146717388
574,3.46147232677651
270,7.12932391287538
275,5.64759782016766
245,4.12423499224784
261,5.27790111271449
300,6.5460470561449
413,4.1790554807951
335,4.90880125551889
615,6.15889045273605
636,7.95928038092575
306,4.23045195724908
71,8.35914116624805
301,6.13808936155568
439,9.29288149155933
186,7.34838864173882
549,6.94582745438838
620,7.52832514182844
596,5.68032558903005
364,NA
114,4.46154981872298
240,5.85760598171065
401,5.94991257152692
474,6.35026815842206
338,7.44671754826797
117,9.8249150187981
29,3.3660890884473
406,NA
67,9.98737011044614
66,NA
179,5.20299502074717
312,6.82302337866469
164,3.94246426995848
384,7.7536087050057
515,10.1351188047047
188,NA
386,7.58995117214358
147,5.13626893218532
257,6.66406116464069
625,3.59374971418338
140,6.91361856188589
475,7.7628883277068
473,8.58557293512684
211,5.27962393813059
614,5.75447920676612
568,6.63385026428492
495,0.723155922853913
501,6.01551231535496
172,7.05932367584929
350,3.1555658363214
279,7.34221010149576
587,6.00043898838105
129,4.30887664257351
57,8.40079917721147
93,6.79953789208271
230,4.30931684823538
291,NA
249,3.46761234747613
562,5.93562685664597
598,5.52241040922049
468,4.41235868943632
251,5.53659117214251
345,3.47297354672822
382,6.19245870184707
33,5.72140832764021
27,7.20796553729584
200,9.3611980063512
383,5.56925755695361
362,NA
453,6.02872502564866
427,4.74141429262711
502,8.36019019202621
397,4.30551400306588
80,7.78555080108206
39,6.78866024457453
69,4.64940112589988
280,9.12287989140676
604,4.20652898657708
2,5.58751052362692
543,9.04744492016907
416,3.10139072731841
307,NA
127,6.69398123927467
111,8.48410773116336
480,6.41759531706461
248,4.41233693779909
571,6.5649868021142
23,NA
419,6.88463944502481
399,6.16640359421182
467,2.6021415829226
346,7.95310958838985
441,4.93883299903734
264,5.53073157579339
116,6.12468428139783
252,7.42407941131799
320,4.86099487034404
351,6.24998213767588
174,8.69939791365213
541,4.59002533234115
246,3.02459079291271
73,6.03644446569846
640,6.21599368309429
407,6.94968941202016
432,8.64840334114429
411,2.60621067533239
75,10.0149056180566
460,3.21146314053856
422,5.32896373137414
107,6.5548704976193
563,5.91025431959749
503,8.64308476458278
202,4.98026848440734
454,4.1584652094666
250,NA
330,5.98567790064118
617,4.33153032407646
394,10.4494131452782
151,6.86021784612364
224,6.42054978260111
204,6.27223708339792
584,3.78608315271036
324,5.25881101762305
86,5.600599380246
603,6.56622510211117
546,8.13095912683892
185,8.11227267871447
391,6.69664006758863
65,8.32210786958101
451,6.08947066215919
561,5.32632946401456
309,7.90043885408169
178,6.40860701273214
32,6.48933030489174
146,NA
381,6.96434489800238
388,7.06903276375097
208,NA
610,5.59385564063022
530,8.3434113235878
286,7.40307505905521
354,1.48174068089332
575,NA
517,NA
14,8.84972737270136
42,7.03814882532161
506,5.09841852118174
76,NA
254,4.72905155813105
153,6.92532953353093
525,6.66800093208006
98,7.14943291333069
412,5.44757992617656
395,7.5067715845473
34,7.65493764468574
55,5.10490320380786
570,7.02269313794783
621,3.36104474887132
471,6.83000635511712
594,5.8217805047322
450,4.57562504837002
622,3.83347988887637
263,4.20095807324405
50,3.25948899556239
288,2.30898766299915
236,7.50867701921861
26,4.28525938726301
597,9.90222190387594
590,7.56624943246118
523,4.77587329880468
573,5.30159088336442
203,3.87632718091516
123,4.35021629435102
149,6.73650812169657
634,6.59488409659771
485,6.54589827647833
225,4.12409363735651
130,8.33833408538324
85,9.2337645468513
599,7.56346823347564
360,5.28233044448547
508,6.14360135459328
25,7.11994083688448
329,3.50995285632365
611,3.69106427255108
299,7.50073176128662
424,4.83790439888487
616,11.6348123826326
152,8.96396274590274
52,3.86812220665196
169,5.68876112784842
170,NA
144,7.06465613216821
243,6.7437678337504
444,NA
262,NA
390,6.61149346357305
217,4.4200129920456
289,8.56973183921804
183,4.05721136861834
101,10.8810571421992
459,3.73648622135187
24,3.06501939710276
83,4.23565595718257
182,1.86479612486257
62,4.49009302189794
357,4.2767435028378
220,7.12187416354005
138,NA
61,8.61356042710778
223,2.604144973163
375,5.7420221144778
1,8.44311380752913
109,7.32530940972256
637,4.83698630134063
139,3.58526086509959
187,9.89536794635939
553,3.74459547013314
110,6.84500835304331
572,6.11918748702795
528,6.97715620561507
176,4.53117911110004
233,8.0641041661323
355,5.48422008155276
341,4.84592774389331
560,8.58169860964538
292,8.70623561299386
348,NA
377,4.51481564541639
238,10.3977986664228
638,3.72391397715819
333,5.69097462361873
410,9.00826504492427
387,5.29262526555053
212,7.52052355528124
578,3.23674530172107
430,6.77794819717285
133,4.79715736392482
92,NA
253,5.15139784935218
